purchase_time,event_name,ticket_tier,tickets_bought,face_value,service_fee,total_charge,buyer_location,is_reseller
2023-10-02 01:15:00,Comedy Night,General Admin,6,50,16.73,1892.36,Out of State,False
2023-10-02 01:16:00,Symphony Orchestra,Balcony,4,50,15.38,1362.09,Out of State,False
2023-10-02 01:17:00,Symphony Orchestra,Balcony,1,50,6.08,1921.61,International,False
2023-10-02 01:18:00,Comedy Night,VIP,1,25,32.69,1677.9,International,False
2023-10-02 01:19:00,Comedy Night,Early Bird,2,25,7.16,1753.87,Local,False
2023-10-02 01:20:00,Rock Fest '24,General Admin,7,150,19.41,2114.27,Out of State,False
2023-10-02 01:21:00,Symphony Orchestra,Balcony,5,50,8.67,2035.21,Local,False
2023-10-02 01:22:00,Rock Fest '24,VIP,1,25,16.01,827.09,International,False
2023-10-02 01:23:00,Tech Expo,Early Bird,1,150,23.48,1616.25,Out of State,False
2023-10-02 01:24:00,Rock Fest '24,VIP,5,150,17.18,2463.23,Out of State,False
2023-10-02 01:25:00,Symphony Orchestra,Balcony,3,150,30.73,1366.38,International,False
2023-10-02 01:26:00,Symphony Orchestra,Balcony,4,50,14.96,269.35,Out of State,False
2023-10-02 01:27:00,Tech Expo,Balcony,1,150,40.3,401.61,International,False
2023-10-02 01:28:00,Comedy Night,VIP,2,300,16.48,37.96,Out of State,False
2023-10-02 01:29:00,Symphony Orchestra,VIP,2,25,5.74,1409.64,Out of State,False
2023-10-02 01:30:00,Comedy Night,Balcony,7,25,36.87,2102.29,Local,True
2023-10-02 01:31:00,Comedy Night,VIP,6,150,24.6,1875.5,Out of State,False
2023-10-02 01:32:00,Comedy Night,VIP,7,300,17.96,852.46,Out of State,True
2023-10-02 01:33:00,Comedy Night,Balcony,6,50,24.22,2346.29,International,False
2023-10-02 01:34:00,Tech Expo,Balcony,2,25,37.24,388.42,International,False
2023-10-02 01:35:00,Tech Expo,VIP,7,300,6.87,2293.36,Out of State,False
2023-10-02 01:36:00,Symphony Orchestra,General Admin,3,300,41.85,1863.98,International,False
2023-10-02 01:37:00,Symphony Orchestra,General Admin,3,300,39.34,1493.16,International,False
2023-10-02 01:38:00,Comedy Night,Early Bird,5,150,18.52,63.73,Out of State,False
2023-10-02 01:39:00,Rock Fest '24,Early Bird,3,300,38.98,1305.36,Local,False
2023-10-02 01:40:00,Symphony Orchestra,Balcony,4,25,15.3,209.35,International,False
2023-10-02 01:41:00,Rock Fest '24,Balcony,2,25,15.92,1448.65,Local,False
2023-10-02 01:42:00,Symphony Orchestra,Balcony,1,25,37.77,2306.94,International,False
2023-10-02 01:43:00,Rock Fest '24,Balcony,5,50,44.18,489.77,Out of State,False
2023-10-02 01:44:00,Rock Fest '24,Early Bird,2,25,43.59,326.77,Local,False
2023-10-02 01:45:00,Symphony Orchestra,General Admin,2,300,12.89,1818.58,International,False
2023-10-02 01:46:00,Symphony Orchestra,VIP,5,300,8.22,2230.56,Out of State,True
2023-10-02 01:47:00,Comedy Night,VIP,5,150,12.8,918.7,Local,True
2023-10-02 01:48:00,Tech Expo,VIP,2,300,20.79,1737.23,Out of State,False
2023-10-02 01:49:00,Symphony Orchestra,Early Bird,5,300,27.09,1974.73,Local,False
2023-10-02 01:50:00,Rock Fest '24,General Admin,6,25,17.87,939.57,Out of State,False
2023-10-02 01:51:00,Symphony Orchestra,General Admin,2,150,37.64,1987.92,Local,False
2023-10-02 01:52:00,Comedy Night,Balcony,2,25,23.66,861.57,Out of State,False
2023-10-02 01:53:00,Rock Fest '24,Balcony,1,25,18.25,552.23,International,False
2023-10-02 01:54:00,Tech Expo,VIP,2,25,10.97,2215.85,Local,False
2023-10-02 01:55:00,Rock Fest '24,Balcony,4,300,29.2,1262.55,Local,False
2023-10-02 01:56:00,Tech Expo,General Admin,7,150,11.78,809.41,Local,False
2023-10-02 01:57:00,Rock Fest '24,VIP,3,50,26.77,1053.45,Local,False
2023-10-02 01:58:00,Rock Fest '24,VIP,2,150,27.74,2364.95,International,False
2023-10-02 01:59:00,Rock Fest '24,VIP,1,50,23.79,37.7,Local,False
2023-10-02 02:00:00,Symphony Orchestra,Balcony,4,150,35.48,635.51,International,False
2023-10-02 02:01:00,Symphony Orchestra,General Admin,7,300,25.35,1255.67,International,False
2023-10-02 02:02:00,Comedy Night,General Admin,1,150,36.5,1013.89,International,False
2023-10-02 02:03:00,Comedy Night,VIP,7,150,25.78,1626.35,Local,False
2023-10-02 02:04:00,Symphony Orchestra,VIP,5,300,30.47,1401.03,Out of State,False
2023-10-02 02:05:00,Tech Expo,VIP,7,50,16.54,1359.56,Out of State,False
2023-10-02 02:06:00,Symphony Orchestra,Balcony,4,300,29.16,231.23,International,False
2023-10-02 02:07:00,Symphony Orchestra,Early Bird,2,50,41.8,1168.92,International,False
2023-10-02 02:08:00,Tech Expo,Balcony,1,50,8.68,2101.71,Out of State,False
2023-10-02 02:09:00,Comedy Night,General Admin,5,50,32.57,558.74,Out of State,False
2023-10-02 02:10:00,Symphony Orchestra,VIP,5,50,16.37,2203.94,Out of State,False
2023-10-02 02:11:00,Symphony Orchestra,General Admin,1,50,17.09,436.91,Local,False
2023-10-02 02:12:00,Rock Fest '24,Balcony,7,50,18.95,151.71,International,False
2023-10-02 02:13:00,Comedy Night,VIP,1,150,42.31,2007.8,Local,False
2023-10-02 02:14:00,Symphony Orchestra,VIP,1,300,28.61,470.35,International,False
2023-10-02 02:15:00,Symphony Orchestra,Early Bird,2,25,38.71,1978.11,Out of State,False
2023-10-02 02:16:00,Comedy Night,Balcony,6,25,32.37,1662.64,Out of State,False
2023-10-02 02:17:00,Symphony Orchestra,General Admin,3,25,42.93,667.4,Local,False
2023-10-02 02:18:00,Rock Fest '24,Balcony,2,150,5.54,842.36,International,False
2023-10-02 02:19:00,Symphony Orchestra,General Admin,4,300,24.87,120.59,International,False
2023-10-02 02:20:00,Tech Expo,VIP,7,50,30.47,78.62,Local,False
2023-10-02 02:21:00,Symphony Orchestra,VIP,2,150,32.09,901.66,International,False
2023-10-02 02:22:00,Tech Expo,Early Bird,4,25,21.35,1584.01,Local,False
2023-10-02 02:23:00,Tech Expo,Balcony,5,25,14.92,1004.21,Local,True
2023-10-02 02:24:00,Tech Expo,VIP,1,25,24.28,1301.82,Local,False
2023-10-02 02:25:00,Symphony Orchestra,General Admin,3,150,8.84,797.09,Local,False
2023-10-02 02:26:00,Symphony Orchestra,Balcony,7,150,16.85,1877.8,Out of State,False
2023-10-02 02:27:00,Rock Fest '24,General Admin,2,50,29.72,1981.75,Local,False
2023-10-02 02:28:00,Rock Fest '24,VIP,4,25,42.02,1820.51,Local,False
2023-10-02 02:29:00,Comedy Night,Balcony,5,150,21.57,135.19,Out of State,False
2023-10-02 02:30:00,Rock Fest '24,Balcony,2,150,10.73,394.12,International,False
2023-10-02 02:31:00,Tech Expo,VIP,5,25,16.72,1436.84,International,False
2023-10-02 02:32:00,Comedy Night,General Admin,7,50,19.35,358.75,Local,True
2023-10-02 02:33:00,Comedy Night,General Admin,2,50,12.86,1193.1,International,False
2023-10-02 02:34:00,Symphony Orchestra,General Admin,5,150,40.88,837.51,Local,False
2023-10-02 02:35:00,Comedy Night,General Admin,2,150,36.85,301.79,International,False
2023-10-02 02:36:00,Symphony Orchestra,Balcony,5,150,33.31,1185.8,Local,False
2023-10-02 02:37:00,Rock Fest '24,VIP,1,50,39.71,1624.06,Local,False
2023-10-02 02:38:00,Symphony Orchestra,General Admin,2,300,7.56,383.25,International,True
2023-10-02 02:39:00,Rock Fest '24,General Admin,7,300,27.4,2123.01,International,False
2023-10-02 02:40:00,Comedy Night,Balcony,3,25,23.26,1288.49,Out of State,False
2023-10-02 02:41:00,Tech Expo,Early Bird,1,150,17.58,1917.81,Local,False
2023-10-02 02:42:00,Comedy Night,General Admin,4,25,8.61,755.75,Local,False
2023-10-02 02:43:00,Symphony Orchestra,Early Bird,4,150,42.71,1900.43,Local,False
2023-10-02 02:44:00,Symphony Orchestra,Early Bird,1,50,8.21,1965.15,International,False
2023-10-02 02:45:00,Rock Fest '24,Balcony,5,25,11.84,2079.42,Out of State,False
2023-10-02 02:46:00,Rock Fest '24,VIP,1,150,18.73,425.08,International,False
2023-10-02 02:47:00,Rock Fest '24,Early Bird,4,300,21.93,992.26,International,False
2023-10-02 02:48:00,Comedy Night,Early Bird,3,300,30.68,1802.63,Out of State,False
2023-10-02 02:49:00,Symphony Orchestra,Balcony,3,150,36.56,304.5,Local,False
2023-10-02 02:50:00,Comedy Night,VIP,1,50,26.37,273.48,Local,False
2023-10-02 02:51:00,Comedy Night,VIP,2,25,44.3,888.2,Out of State,False
2023-10-02 02:52:00,Comedy Night,Balcony,2,25,19.53,1317.37,International,True
2023-10-02 02:53:00,Rock Fest '24,General Admin,3,25,39.92,1290.72,International,False
2023-10-02 02:54:00,Symphony Orchestra,Balcony,4,150,7.45,1802.08,Local,False
2023-10-02 02:55:00,Symphony Orchestra,General Admin,5,150,36.4,1625.2,Local,False
2023-10-02 02:56:00,Comedy Night,VIP,5,150,25.93,123.31,Local,False
2023-10-02 02:57:00,Symphony Orchestra,General Admin,7,300,43.65,522.9,International,False
2023-10-02 02:58:00,Tech Expo,VIP,6,300,10.77,1923.43,Out of State,False
2023-10-02 02:59:00,Comedy Night,Balcony,1,300,19.85,413.5,Out of State,False
2023-10-02 03:00:00,Symphony Orchestra,General Admin,2,50,17.21,777.09,Out of State,False
2023-10-02 03:01:00,Symphony Orchestra,Balcony,2,150,8.18,1754.94,Local,False
2023-10-02 03:02:00,Rock Fest '24,VIP,1,25,43.67,670.57,Out of State,False
2023-10-02 03:03:00,Tech Expo,VIP,1,300,18.33,31.82,Local,False
2023-10-02 03:04:00,Comedy Night,Balcony,2,300,37.33,597.24,Local,False
2023-10-02 03:05:00,Tech Expo,Early Bird,6,25,39.46,1577.86,International,False
2023-10-02 03:06:00,Symphony Orchestra,Balcony,1,50,14.85,97.47,Out of State,False
2023-10-02 03:07:00,Comedy Night,Early Bird,5,300,23.71,1062.13,International,False
2023-10-02 03:08:00,Comedy Night,VIP,5,300,33.75,1978.58,Local,False
2023-10-02 03:09:00,Tech Expo,Balcony,2,150,20.76,1303.52,Local,False
2023-10-02 03:10:00,Comedy Night,General Admin,5,25,42.24,1247.25,International,False
2023-10-02 03:11:00,Comedy Night,Balcony,4,300,39.13,1366.41,Out of State,False
2023-10-02 03:12:00,Comedy Night,VIP,3,150,20.09,2342.84,International,False
2023-10-02 03:13:00,Rock Fest '24,VIP,4,50,36.42,1186.22,Local,False
2023-10-02 03:14:00,Rock Fest '24,Early Bird,6,25,42.87,2170.63,International,False
2023-10-02 03:15:00,Tech Expo,Balcony,7,300,41.22,1098.49,International,False
2023-10-02 03:16:00,Comedy Night,General Admin,1,150,32.51,99.08,Local,False
2023-10-02 03:17:00,Comedy Night,General Admin,2,150,31.73,1435.2,Out of State,False
2023-10-02 03:18:00,Comedy Night,Balcony,1,50,40.31,2183.15,Local,False
2023-10-02 03:19:00,Rock Fest '24,General Admin,2,25,40.81,2040.55,Out of State,False
2023-10-02 03:20:00,Tech Expo,Early Bird,5,300,35.27,1316.33,Out of State,False
2023-10-02 03:21:00,Tech Expo,General Admin,6,50,28.28,1227.06,International,False
2023-10-02 03:22:00,Symphony Orchestra,General Admin,6,300,19.39,2384.91,Out of State,False
2023-10-02 03:23:00,Symphony Orchestra,General Admin,1,50,43.18,844.18,International,False
2023-10-02 03:24:00,Comedy Night,Early Bird,5,25,42.99,1590.24,International,False
2023-10-02 03:25:00,Symphony Orchestra,General Admin,1,25,23.59,2060.86,Local,False
2023-10-02 03:26:00,Rock Fest '24,Balcony,1,25,21.81,1490.53,Out of State,False
2023-10-02 03:27:00,Symphony Orchestra,VIP,3,300,6.96,649.38,Out of State,False
2023-10-02 03:28:00,Rock Fest '24,General Admin,6,50,27.35,107.65,International,False
2023-10-02 03:29:00,Rock Fest '24,Balcony,5,300,23.39,1245.08,Local,False
2023-10-02 03:30:00,Symphony Orchestra,General Admin,1,300,35.05,572.19,Local,False
2023-10-02 03:31:00,Rock Fest '24,VIP,5,25,15.69,746.44,Out of State,False
2023-10-02 03:32:00,Tech Expo,General Admin,7,50,19.64,2243.22,Out of State,False
2023-10-02 03:33:00,Comedy Night,VIP,7,25,18.22,476.87,Out of State,False
2023-10-02 03:34:00,Comedy Night,VIP,2,300,32.83,404.14,Out of State,False
2023-10-02 03:35:00,Symphony Orchestra,Early Bird,7,300,18.26,1938.22,Out of State,True
2023-10-02 03:36:00,Symphony Orchestra,Balcony,2,300,16.8,1619.32,International,False
2023-10-02 03:37:00,Symphony Orchestra,VIP,7,25,26.2,2285.42,Out of State,False
2023-10-02 03:38:00,Comedy Night,Balcony,4,25,27.34,217.82,Out of State,False
2023-10-02 03:39:00,Tech Expo,VIP,4,25,24.99,1807.66,Local,False
2023-10-02 03:40:00,Rock Fest '24,General Admin,6,25,38.9,338.37,International,False
2023-10-02 03:41:00,Symphony Orchestra,Balcony,1,50,26.76,1011.53,Local,True
2023-10-02 03:42:00,Tech Expo,General Admin,6,50,35.29,1413.86,International,False
2023-10-02 03:43:00,Rock Fest '24,General Admin,2,150,9.9,92.44,Out of State,False
2023-10-02 03:44:00,Rock Fest '24,Early Bird,4,300,29.24,1528.07,International,False
2023-10-02 03:45:00,Comedy Night,Balcony,1,300,5.01,2171.96,Local,False
2023-10-02 03:46:00,Tech Expo,Early Bird,2,150,25.55,640.7,International,False
2023-10-02 03:47:00,Tech Expo,Early Bird,2,150,30.25,2117.09,Local,False
2023-10-02 03:48:00,Symphony Orchestra,General Admin,6,300,42.82,237.34,Local,False
2023-10-02 03:49:00,Symphony Orchestra,Early Bird,5,300,7.38,2136.68,Local,False
2023-10-02 03:50:00,Comedy Night,General Admin,1,150,28.87,1105.0,International,False
2023-10-02 03:51:00,Rock Fest '24,Early Bird,5,25,17.21,1688.21,Out of State,False
2023-10-02 03:52:00,Symphony Orchestra,Balcony,4,50,28.7,2304.6,International,True
2023-10-02 03:53:00,Comedy Night,VIP,1,300,36.02,440.76,Out of State,False
2023-10-02 03:54:00,Tech Expo,VIP,4,150,38.78,67.1,International,False
2023-10-02 03:55:00,Rock Fest '24,VIP,3,300,8.98,1099.07,International,False
2023-10-02 03:56:00,Comedy Night,VIP,6,300,44.49,494.63,Out of State,False
2023-10-02 03:57:00,Symphony Orchestra,VIP,4,150,12.89,2444.43,Local,False
2023-10-02 03:58:00,Symphony Orchestra,Balcony,6,300,23.09,496.43,Out of State,False
2023-10-02 03:59:00,Symphony Orchestra,General Admin,5,150,18.47,410.45,Out of State,False
2023-10-02 04:00:00,Rock Fest '24,VIP,4,50,24.24,468.44,Local,False
2023-10-02 04:01:00,Symphony Orchestra,VIP,5,50,41.09,2363.76,Local,False
2023-10-02 04:02:00,Rock Fest '24,VIP,4,25,26.42,1323.19,Local,False
2023-10-02 04:03:00,Comedy Night,VIP,1,25,21.3,2370.89,Local,False
2023-10-02 04:04:00,Comedy Night,General Admin,2,150,22.46,2484.04,Local,False
2023-10-02 04:05:00,Symphony Orchestra,Early Bird,4,150,41.33,1603.47,Local,False
2023-10-02 04:06:00,Symphony Orchestra,Balcony,4,25,33.33,1728.18,Local,False
2023-10-02 04:07:00,Comedy Night,Balcony,2,25,25.59,2331.16,Local,False
2023-10-02 04:08:00,Comedy Night,Early Bird,5,50,35.8,261.63,Out of State,False
2023-10-02 04:09:00,Comedy Night,Early Bird,3,50,8.07,1908.01,Out of State,False
2023-10-02 04:10:00,Symphony Orchestra,Balcony,7,25,13.44,751.99,International,False
2023-10-02 04:11:00,Tech Expo,Balcony,4,50,6.79,1713.64,International,False
2023-10-02 04:12:00,Rock Fest '24,Balcony,1,25,31.06,757.12,Local,False
2023-10-02 04:13:00,Rock Fest '24,Early Bird,2,300,40.53,48.04,Out of State,False
2023-10-02 04:14:00,Comedy Night,Balcony,1,50,14.11,1399.89,Local,False
2023-10-02 04:15:00,Symphony Orchestra,Balcony,6,150,18.23,2111.09,Local,False
2023-10-02 04:16:00,Tech Expo,General Admin,2,50,34.21,2478.14,Local,False
2023-10-02 04:17:00,Rock Fest '24,Early Bird,2,300,43.32,989.42,Out of State,False
2023-10-02 04:18:00,Comedy Night,Early Bird,5,150,13.46,1624.39,International,False
2023-10-02 04:19:00,Rock Fest '24,Early Bird,6,50,42.53,1775.23,Local,False
2023-10-02 04:20:00,Comedy Night,Early Bird,3,150,38.23,1653.03,Out of State,False
2023-10-02 04:21:00,Symphony Orchestra,VIP,4,25,35.59,2040.48,Out of State,False
2023-10-02 04:22:00,Rock Fest '24,General Admin,2,25,24.58,1028.43,Out of State,False
2023-10-02 04:23:00,Symphony Orchestra,VIP,2,50,27.96,471.98,Out of State,False
2023-10-02 04:24:00,Symphony Orchestra,VIP,5,25,26.17,1611.2,Out of State,False
2023-10-02 04:25:00,Rock Fest '24,VIP,5,25,39.44,2261.93,Local,False
2023-10-02 04:26:00,Tech Expo,Early Bird,5,300,25.31,2192.45,Local,False
2023-10-02 04:27:00,Symphony Orchestra,General Admin,2,300,5.7,806.38,Local,False
2023-10-02 04:28:00,Comedy Night,General Admin,4,25,34.1,575.11,Local,False
2023-10-02 04:29:00,Rock Fest '24,Early Bird,7,150,44.34,1702.54,Local,False
2023-10-02 04:30:00,Comedy Night,VIP,4,50,15.91,1088.21,International,False
2023-10-02 04:31:00,Comedy Night,VIP,1,50,6.4,665.49,International,False
2023-10-02 04:32:00,Rock Fest '24,General Admin,1,50,40.31,362.94,Out of State,False
2023-10-02 04:33:00,Rock Fest '24,General Admin,5,50,41.38,1926.19,Local,False
2023-10-02 04:34:00,Tech Expo,Balcony,7,150,44.07,1431.58,International,False
2023-10-02 04:35:00,Symphony Orchestra,VIP,7,25,37.36,2288.29,Out of State,False
2023-10-02 04:36:00,Comedy Night,VIP,7,150,14.46,817.52,International,False
2023-10-02 04:37:00,Symphony Orchestra,Balcony,4,25,6.32,173.16,International,False
2023-10-02 04:38:00,Tech Expo,Balcony,6,150,40.75,1686.89,Out of State,False
2023-10-02 04:39:00,Rock Fest '24,General Admin,1,150,23.11,1896.72,International,False
2023-10-02 04:40:00,Symphony Orchestra,VIP,5,25,39.2,2055.54,Out of State,False
2023-10-02 04:41:00,Comedy Night,VIP,2,150,23.38,2034.06,International,False
2023-10-02 04:42:00,Comedy Night,General Admin,3,300,20.17,246.23,Out of State,False
2023-10-02 04:43:00,Comedy Night,VIP,7,300,6.49,1937.03,International,False
2023-10-02 04:44:00,Comedy Night,Early Bird,7,300,29.22,1342.15,Out of State,False
2023-10-02 04:45:00,Tech Expo,Balcony,1,150,41.04,1509.99,Local,False
2023-10-02 04:46:00,Symphony Orchestra,VIP,4,300,15.47,310.47,Local,False
2023-10-02 04:47:00,Comedy Night,Balcony,2,25,15.23,806.57,International,False
2023-10-02 04:48:00,Comedy Night,VIP,2,300,24.68,901.96,Out of State,False
2023-10-02 04:49:00,Rock Fest '24,General Admin,5,25,34.84,521.92,Local,False
2023-10-02 04:50:00,Tech Expo,General Admin,3,25,21.47,1774.27,Local,False
2023-10-02 04:51:00,Tech Expo,Early Bird,5,150,6.34,701.84,International,False
2023-10-02 04:52:00,Rock Fest '24,Early Bird,3,150,5.52,2453.02,Local,False
2023-10-02 04:53:00,Symphony Orchestra,General Admin,2,50,35.36,770.96,Out of State,False
2023-10-02 04:54:00,Tech Expo,VIP,6,300,10.3,715.33,Local,False
2023-10-02 04:55:00,Comedy Night,VIP,3,50,13.05,529.43,Out of State,False
2023-10-02 04:56:00,Tech Expo,Early Bird,3,150,7.04,2439.42,International,False
2023-10-02 04:57:00,Tech Expo,VIP,7,150,5.15,565.53,Local,False
2023-10-02 04:58:00,Rock Fest '24,General Admin,1,300,35.16,2454.15,International,False
2023-10-02 04:59:00,Tech Expo,General Admin,2,50,24.94,876.81,Local,False
2023-10-02 05:00:00,Tech Expo,Balcony,5,25,44.05,857.27,Local,False
2023-10-02 05:01:00,Symphony Orchestra,Early Bird,6,50,9.84,1277.89,Local,False
2023-10-02 05:02:00,Rock Fest '24,General Admin,6,50,45.0,2127.38,International,False
2023-10-02 05:03:00,Comedy Night,Early Bird,5,25,8.28,2131.13,Out of State,False
2023-10-02 05:04:00,Symphony Orchestra,General Admin,7,300,27.83,1853.72,Local,False
2023-10-02 05:05:00,Comedy Night,Early Bird,2,150,36.87,404.54,Local,False
2023-10-02 05:06:00,Tech Expo,Balcony,5,50,30.71,1030.04,Local,False
2023-10-02 05:07:00,Comedy Night,General Admin,4,25,25.84,647.09,International,False
2023-10-02 05:08:00,Tech Expo,General Admin,6,300,26.68,399.24,Out of State,False
2023-10-02 05:09:00,Symphony Orchestra,Balcony,4,300,15.09,1008.75,Local,False
2023-10-02 05:10:00,Tech Expo,VIP,5,50,37.29,691.73,International,False
2023-10-02 05:11:00,Comedy Night,General Admin,7,50,40.32,1762.34,International,False
2023-10-02 05:12:00,Symphony Orchestra,General Admin,1,150,33.53,320.49,Out of State,False
2023-10-02 05:13:00,Symphony Orchestra,Balcony,5,50,5.79,1483.42,Out of State,False
2023-10-02 05:14:00,Rock Fest '24,Early Bird,5,25,41.12,1346.98,Local,False
2023-10-02 05:15:00,Tech Expo,Early Bird,2,150,37.16,1611.35,Local,False
2023-10-02 05:16:00,Comedy Night,Balcony,7,50,25.74,578.4,Local,False
2023-10-02 05:17:00,Tech Expo,VIP,6,25,31.2,2412.27,Out of State,False
2023-10-02 05:18:00,Comedy Night,VIP,1,300,42.03,304.04,Local,False
2023-10-02 05:19:00,Rock Fest '24,Early Bird,5,150,35.66,2189.28,International,False
2023-10-02 05:20:00,Comedy Night,Early Bird,6,50,24.14,1931.64,Local,False
2023-10-02 05:21:00,Symphony Orchestra,VIP,2,50,21.6,1713.47,International,False
2023-10-02 05:22:00,Symphony Orchestra,Balcony,2,25,15.13,1348.25,Out of State,False
2023-10-02 05:23:00,Symphony Orchestra,Early Bird,3,50,30.12,2215.03,Out of State,False
2023-10-02 05:24:00,Rock Fest '24,Balcony,4,50,29.3,1044.64,Local,False
2023-10-02 05:25:00,Symphony Orchestra,Balcony,7,25,44.78,929.46,International,False
2023-10-02 05:26:00,Symphony Orchestra,Balcony,3,50,30.85,329.81,Out of State,False
2023-10-02 05:27:00,Symphony Orchestra,VIP,5,150,39.0,1182.25,International,False
2023-10-02 05:28:00,Rock Fest '24,VIP,7,50,21.81,559.29,Local,False
2023-10-02 05:29:00,Comedy Night,VIP,7,150,29.26,1413.36,Local,False
2023-10-02 05:30:00,Tech Expo,Early Bird,2,50,19.57,1576.95,International,False
2023-10-02 05:31:00,Symphony Orchestra,VIP,2,300,33.76,1469.19,Out of State,False
2023-10-02 05:32:00,Comedy Night,Early Bird,6,300,40.01,1004.56,Local,False
2023-10-02 05:33:00,Tech Expo,Early Bird,4,150,28.51,2034.9,Out of State,False
2023-10-02 05:34:00,Symphony Orchestra,VIP,6,300,31.1,2318.1,International,True
2023-10-02 05:35:00,Symphony Orchestra,Balcony,7,50,10.34,399.24,Local,False
2023-10-02 05:36:00,Symphony Orchestra,General Admin,6,50,32.67,1682.9,Out of State,False
2023-10-02 05:37:00,Tech Expo,General Admin,6,25,24.11,2343.67,Out of State,False
2023-10-02 05:38:00,Comedy Night,Early Bird,5,150,11.95,1048.65,International,False
2023-10-02 05:39:00,Rock Fest '24,General Admin,6,50,9.66,236.53,Out of State,False
2023-10-02 05:40:00,Symphony Orchestra,General Admin,4,300,30.8,1963.52,International,False
2023-10-02 05:41:00,Comedy Night,Early Bird,4,50,38.19,888.52,Local,False
2023-10-02 05:42:00,Rock Fest '24,Early Bird,2,300,38.37,1705.99,International,True
2023-10-02 05:43:00,Rock Fest '24,Balcony,3,150,14.92,1053.63,International,False
2023-10-02 05:44:00,Symphony Orchestra,VIP,4,50,10.35,1435.42,Local,False
2023-10-02 05:45:00,Comedy Night,VIP,5,150,33.39,484.67,Local,False
2023-10-02 05:46:00,Rock Fest '24,Balcony,4,50,16.7,2363.54,International,False
2023-10-02 05:47:00,Comedy Night,Balcony,2,150,31.36,697.47,Local,False
2023-10-02 05:48:00,Symphony Orchestra,Balcony,7,25,33.08,1338.97,Out of State,False
2023-10-02 05:49:00,Symphony Orchestra,General Admin,2,50,33.32,2046.57,Local,False
2023-10-02 05:50:00,Symphony Orchestra,General Admin,2,300,37.22,464.8,Local,False
2023-10-02 05:51:00,Comedy Night,General Admin,4,150,43.23,463.38,International,False
2023-10-02 05:52:00,Comedy Night,General Admin,3,150,26.5,1735.52,International,False
2023-10-02 05:53:00,Comedy Night,Balcony,2,25,22.96,418.11,International,False
2023-10-02 05:54:00,Symphony Orchestra,Balcony,2,25,40.66,2304.15,International,False
2023-10-02 05:55:00,Symphony Orchestra,Early Bird,6,150,44.92,943.58,Local,False
2023-10-02 05:56:00,Comedy Night,Early Bird,1,50,44.49,1778.3,Local,False
2023-10-02 05:57:00,Comedy Night,Balcony,4,25,33.44,208.04,Local,False
2023-10-02 05:58:00,Symphony Orchestra,General Admin,2,300,10.97,512.57,Local,False
2023-10-02 05:59:00,Symphony Orchestra,Balcony,2,50,6.69,1175.6,Out of State,False
2023-10-02 06:00:00,Rock Fest '24,VIP,4,50,32.84,794.29,Local,False
2023-10-02 06:01:00,Symphony Orchestra,Early Bird,7,300,26.94,2132.44,Local,False
2023-10-02 06:02:00,Comedy Night,Early Bird,3,50,40.65,1029.62,Out of State,False
2023-10-02 06:03:00,Comedy Night,VIP,4,50,29.02,1400.64,Out of State,False
2023-10-02 06:04:00,Symphony Orchestra,General Admin,7,25,13.01,1817.87,International,False
2023-10-02 06:05:00,Comedy Night,VIP,1,50,26.74,2435.05,International,False
2023-10-02 06:06:00,Rock Fest '24,Early Bird,6,50,44.91,1210.74,Out of State,False
2023-10-02 06:07:00,Symphony Orchestra,General Admin,7,50,17.01,2222.31,International,False
2023-10-02 06:08:00,Rock Fest '24,Early Bird,4,50,17.74,1167.97,International,False
2023-10-02 06:09:00,Comedy Night,VIP,6,50,21.79,1606.67,Local,False
2023-10-02 06:10:00,Symphony Orchestra,VIP,5,50,18.0,1393.31,Out of State,False
2023-10-02 06:11:00,Comedy Night,Balcony,5,300,28.93,471.62,International,False
2023-10-02 06:12:00,Tech Expo,General Admin,1,25,25.78,1862.25,International,False
2023-10-02 06:13:00,Symphony Orchestra,Early Bird,7,25,12.58,42.73,International,False
2023-10-02 06:14:00,Symphony Orchestra,General Admin,6,150,29.54,1986.0,Out of State,False
2023-10-02 06:15:00,Tech Expo,General Admin,1,300,27.17,1618.38,International,False
2023-10-02 06:16:00,Comedy Night,VIP,7,50,6.89,1307.04,International,False
2023-10-02 06:17:00,Symphony Orchestra,Balcony,2,25,8.28,1033.34,Out of State,False
2023-10-02 06:18:00,Tech Expo,General Admin,5,25,8.01,57.23,Out of State,False
2023-10-02 06:19:00,Tech Expo,Early Bird,7,300,32.16,1458.37,Local,False
2023-10-02 06:20:00,Comedy Night,Early Bird,6,25,25.56,2004.59,International,False
2023-10-02 06:21:00,Symphony Orchestra,Balcony,1,25,17.42,2342.01,International,False
2023-10-02 06:22:00,Comedy Night,General Admin,5,300,20.35,1783.53,International,False
2023-10-02 06:23:00,Tech Expo,General Admin,4,150,32.58,2394.21,Local,False
2023-10-02 06:24:00,Symphony Orchestra,Balcony,2,50,27.76,1826.09,Local,False
2023-10-02 06:25:00,Comedy Night,General Admin,4,300,25.77,1066.17,Out of State,False
2023-10-02 06:26:00,Comedy Night,General Admin,3,150,32.1,715.73,International,False
2023-10-02 06:27:00,Symphony Orchestra,Balcony,3,300,9.98,1869.37,International,False
2023-10-02 06:28:00,Symphony Orchestra,VIP,2,300,19.44,1289.78,Out of State,False
2023-10-02 06:29:00,Symphony Orchestra,General Admin,7,25,25.24,267.15,Out of State,False
