timestamp,sku_name,customer_type,qty_sold,unit_price,total_receipt,payment_type
2023-08-29 16:00:00,Geometry Box,Teacher,1,12.99,1455.21,School PO
2023-08-29 17:00:00,Eraser,Walk-in,50,23.1,141.15,School PO
2023-08-29 18:00:00,Geometry Box,Teacher,1,5.89,956.71,School PO
2023-08-29 19:00:00,Gel Pen (Black),Office Corp,1,2.96,1360.58,Card
2023-08-29 20:00:00,A4 Paper Ream,School Bulk,100,10.49,628.64,Cash
2023-08-29 21:00:00,A4 Paper Ream,School Bulk,50,7.35,715.06,Card
2023-08-29 22:00:00,Gel Pen (Black),School Bulk,2,12.0,58.7,School PO
2023-08-29 23:00:00,Eraser,Walk-in,50,18.18,1225.33,School PO
2023-08-30 00:00:00,Stapler,Walk-in,1,9.64,1329.46,Cash
2023-08-30 01:00:00,Gel Pen (Black),School Bulk,500,18.58,260.08,Card
2023-08-30 02:00:00,Gel Pen (Black),Walk-in,1,4.15,1062.72,School PO
2023-08-30 03:00:00,Stapler,Walk-in,100,2.95,120.87,Card
2023-08-30 04:00:00,A4 Paper Ream,Walk-in,1,4.71,103.33,School PO
2023-08-30 05:00:00,Gel Pen (Black),Walk-in,2,16.11,469.43,Card
2023-08-30 06:00:00,Stapler,Walk-in,5,6.25,263.95,Card
2023-08-30 07:00:00,Binders (10pk),Walk-in,1,11.0,365.11,Cash
2023-08-30 08:00:00,A4 Paper Ream,Walk-in,2,2.18,436.55,Cash
2023-08-30 09:00:00,Eraser,Walk-in,1,4.02,921.07,Cash
2023-08-30 10:00:00,Eraser,Walk-in,1,8.86,1079.96,School PO
2023-08-30 11:00:00,Geometry Box,Walk-in,2,14.35,630.88,School PO
2023-08-30 12:00:00,Stapler,Walk-in,1,5.21,1430.01,Cash
2023-08-30 13:00:00,Eraser,Walk-in,2,13.12,819.83,Cash
2023-08-30 14:00:00,A4 Paper Ream,Walk-in,1,15.62,647.69,Cash
2023-08-30 15:00:00,Gel Pen (Black),School Bulk,2,11.03,1233.13,Card
2023-08-30 16:00:00,Eraser,Walk-in,1,11.81,649.04,School PO
2023-08-30 17:00:00,Stapler,Walk-in,2,22.7,578.63,School PO
2023-08-30 18:00:00,Geometry Box,Walk-in,1,24.82,1088.68,Cash
2023-08-30 19:00:00,Eraser,Walk-in,1,19.26,855.63,School PO
2023-08-30 20:00:00,Gel Pen (Black),Walk-in,100,16.94,19.41,School PO
2023-08-30 21:00:00,A4 Paper Ream,Walk-in,1,17.81,667.87,Cash
2023-08-30 22:00:00,Geometry Box,Office Corp,2,23.16,980.5,Card
2023-08-30 23:00:00,Gel Pen (Black),Walk-in,2,17.15,694.56,School PO
2023-08-31 00:00:00,A4 Paper Ream,Walk-in,1,16.7,265.04,Card
2023-08-31 01:00:00,Gel Pen (Black),Walk-in,2,9.4,793.09,Card
2023-08-31 02:00:00,Geometry Box,Office Corp,1,1.73,503.18,Card
2023-08-31 03:00:00,Binders (10pk),Office Corp,50,17.47,1113.48,Card
2023-08-31 04:00:00,Stapler,Walk-in,1,10.49,767.38,Cash
2023-08-31 05:00:00,Geometry Box,Walk-in,2,1.95,371.66,Card
2023-08-31 06:00:00,Gel Pen (Black),Walk-in,500,14.33,809.56,Card
2023-08-31 07:00:00,Stapler,Office Corp,50,4.67,839.23,School PO
2023-08-31 08:00:00,A4 Paper Ream,Walk-in,1,23.34,288.94,School PO
2023-08-31 09:00:00,Eraser,Walk-in,1,7.96,209.81,Cash
2023-08-31 10:00:00,Eraser,Walk-in,1,11.2,423.76,Card
2023-08-31 11:00:00,Geometry Box,Walk-in,1,4.88,293.07,Card
2023-08-31 12:00:00,Gel Pen (Black),Walk-in,1,23.52,1351.22,Cash
2023-08-31 13:00:00,Eraser,Office Corp,1,22.47,1349.65,Card
2023-08-31 14:00:00,Stapler,Walk-in,2,13.93,825.99,Card
2023-08-31 15:00:00,Eraser,School Bulk,2,1.5,884.44,Card
2023-08-31 16:00:00,Geometry Box,Walk-in,100,6.16,102.97,Card
2023-08-31 17:00:00,Eraser,Walk-in,1,3.21,175.2,Card
2023-08-31 18:00:00,A4 Paper Ream,Walk-in,2,6.82,1248.63,Card
2023-08-31 19:00:00,Stapler,Office Corp,5,23.13,1261.19,Card
2023-08-31 20:00:00,Eraser,Walk-in,1,4.54,434.03,School PO
2023-08-31 21:00:00,Binders (10pk),Teacher,1,17.97,952.83,Card
2023-08-31 22:00:00,Gel Pen (Black),Walk-in,1,2.85,880.11,Card
2023-08-31 23:00:00,Stapler,Walk-in,1,11.14,1445.36,Cash
2023-09-01 00:00:00,Stapler,Walk-in,5,2.94,1292.32,Card
2023-09-01 01:00:00,Geometry Box,School Bulk,1,8.29,764.28,School PO
2023-09-01 02:00:00,A4 Paper Ream,School Bulk,1,21.71,1482.52,School PO
2023-09-01 03:00:00,Geometry Box,Walk-in,5,15.62,471.47,Card
2023-09-01 04:00:00,Gel Pen (Black),Walk-in,5,21.32,704.32,School PO
2023-09-01 05:00:00,Binders (10pk),School Bulk,2,18.5,606.13,Cash
2023-09-01 06:00:00,Binders (10pk),Walk-in,1,16.81,1125.31,School PO
2023-09-01 07:00:00,Binders (10pk),Walk-in,100,8.87,246.89,Cash
2023-09-01 08:00:00,Binders (10pk),School Bulk,1,0.27,12.67,School PO
2023-09-01 09:00:00,Geometry Box,Office Corp,1,10.47,919.65,Card
2023-09-01 10:00:00,Gel Pen (Black),Walk-in,5,8.18,1069.67,School PO
2023-09-01 11:00:00,A4 Paper Ream,Walk-in,2,9.46,53.1,Card
2023-09-01 12:00:00,Geometry Box,Walk-in,50,13.88,108.19,Card
2023-09-01 13:00:00,Geometry Box,Walk-in,1,6.36,1428.62,Card
2023-09-01 14:00:00,Geometry Box,Walk-in,1,5.36,1077.54,Cash
2023-09-01 15:00:00,Eraser,Walk-in,1,7.42,961.43,School PO
2023-09-01 16:00:00,Gel Pen (Black),Walk-in,2,19.07,460.47,School PO
2023-09-01 17:00:00,Geometry Box,Walk-in,2,11.29,314.54,School PO
2023-09-01 18:00:00,A4 Paper Ream,Walk-in,50,24.2,1311.65,Card
2023-09-01 19:00:00,Eraser,Office Corp,2,20.61,1010.12,School PO
2023-09-01 20:00:00,A4 Paper Ream,Walk-in,100,17.48,389.64,Cash
2023-09-01 21:00:00,Eraser,Walk-in,1,13.91,1495.28,Cash
2023-09-01 22:00:00,Geometry Box,Walk-in,1,14.82,822.76,Cash
2023-09-01 23:00:00,Stapler,Walk-in,2,4.4,1185.55,Cash
2023-09-02 00:00:00,Eraser,Office Corp,1,3.78,1381.73,Cash
2023-09-02 01:00:00,Eraser,School Bulk,2,22.98,800.65,School PO
2023-09-02 02:00:00,Eraser,Walk-in,1,21.59,606.85,Card
2023-09-02 03:00:00,Eraser,Office Corp,1,6.67,1014.91,Card
2023-09-02 04:00:00,Geometry Box,School Bulk,1,11.33,1005.91,Card
2023-09-02 05:00:00,Eraser,School Bulk,1,22.0,1422.32,Card
2023-09-02 06:00:00,Eraser,Office Corp,1,15.74,1393.68,Card
2023-09-02 07:00:00,Stapler,Office Corp,1,18.42,165.6,Cash
2023-09-02 08:00:00,Geometry Box,Walk-in,100,20.1,486.32,School PO
2023-09-02 09:00:00,Geometry Box,Walk-in,1,18.09,1419.84,Card
2023-09-02 10:00:00,Geometry Box,Walk-in,1,18.08,694.72,School PO
2023-09-02 11:00:00,Geometry Box,Teacher,1,13.08,277.52,Card
2023-09-02 12:00:00,Stapler,Walk-in,1,23.35,1485.26,Cash
2023-09-02 13:00:00,Geometry Box,Walk-in,500,9.73,1083.99,Card
2023-09-02 14:00:00,Geometry Box,Walk-in,1,19.93,700.77,School PO
2023-09-02 15:00:00,A4 Paper Ream,Walk-in,2,7.09,1489.98,Cash
2023-09-02 16:00:00,Gel Pen (Black),Office Corp,1,24.84,255.84,Cash
2023-09-02 17:00:00,Stapler,Walk-in,500,24.16,650.27,School PO
2023-09-02 18:00:00,Eraser,Office Corp,1,11.18,1051.0,Cash
2023-09-02 19:00:00,Gel Pen (Black),Walk-in,1,15.34,841.65,Cash
2023-09-02 20:00:00,Geometry Box,Walk-in,1,22.15,459.37,Card
2023-09-02 21:00:00,Eraser,School Bulk,2,5.14,173.97,Card
2023-09-02 22:00:00,A4 Paper Ream,Office Corp,100,18.39,401.58,Card
2023-09-02 23:00:00,Stapler,Walk-in,100,3.16,1275.89,Cash
2023-09-03 00:00:00,Geometry Box,Office Corp,500,15.61,468.25,School PO
2023-09-03 01:00:00,Geometry Box,School Bulk,1,1.04,192.94,Card
2023-09-03 02:00:00,Stapler,School Bulk,1,9.82,777.85,Card
2023-09-03 03:00:00,Stapler,School Bulk,1,1.97,1310.81,Cash
2023-09-03 04:00:00,Geometry Box,Office Corp,2,14.54,1036.6,School PO
2023-09-03 05:00:00,A4 Paper Ream,School Bulk,1,20.08,121.39,Card
2023-09-03 06:00:00,Stapler,School Bulk,1,14.66,990.51,Cash
2023-09-03 07:00:00,Geometry Box,Walk-in,1,16.59,462.0,Cash
2023-09-03 08:00:00,A4 Paper Ream,Walk-in,5,15.36,766.09,Card
2023-09-03 09:00:00,A4 Paper Ream,Walk-in,5,19.37,1317.39,School PO
2023-09-03 10:00:00,Geometry Box,School Bulk,1,19.39,455.64,School PO
2023-09-03 11:00:00,Geometry Box,School Bulk,2,24.79,22.97,School PO
2023-09-03 12:00:00,A4 Paper Ream,Walk-in,1,11.49,1217.12,Cash
2023-09-03 13:00:00,A4 Paper Ream,Walk-in,2,11.39,1140.82,Cash
2023-09-03 14:00:00,A4 Paper Ream,Walk-in,1,16.78,211.39,School PO
2023-09-03 15:00:00,Geometry Box,Walk-in,50,19.19,301.99,School PO
2023-09-03 16:00:00,Geometry Box,Walk-in,1,19.5,509.19,Card
2023-09-03 17:00:00,Stapler,Walk-in,50,11.28,839.28,School PO
2023-09-03 18:00:00,Eraser,Office Corp,5,15.36,1416.79,Card
2023-09-03 19:00:00,A4 Paper Ream,Office Corp,500,9.36,1222.79,School PO
2023-09-03 20:00:00,Geometry Box,Walk-in,1,17.96,1021.78,Cash
2023-09-03 21:00:00,Binders (10pk),Walk-in,1,7.5,318.78,School PO
2023-09-03 22:00:00,Geometry Box,School Bulk,500,6.76,102.44,Card
2023-09-03 23:00:00,Geometry Box,School Bulk,5,20.32,580.06,Card
2023-09-04 00:00:00,Eraser,Walk-in,1,20.59,977.42,Card
2023-09-04 01:00:00,Eraser,Walk-in,50,6.36,569.13,Card
2023-09-04 02:00:00,Stapler,Walk-in,1,17.79,819.51,School PO
2023-09-04 03:00:00,Eraser,Walk-in,2,15.99,345.49,Card
2023-09-04 04:00:00,A4 Paper Ream,Walk-in,5,17.64,975.53,Card
2023-09-04 05:00:00,Eraser,Office Corp,5,4.19,1497.6,Card
2023-09-04 06:00:00,Binders (10pk),School Bulk,1,15.46,805.68,Card
2023-09-04 07:00:00,Binders (10pk),Walk-in,1,3.21,970.81,School PO
2023-09-04 08:00:00,Gel Pen (Black),Teacher,2,1.73,1065.61,Cash
2023-09-04 09:00:00,Geometry Box,Walk-in,100,4.09,1193.93,Cash
2023-09-04 10:00:00,Geometry Box,Walk-in,1,5.64,183.2,Cash
2023-09-04 11:00:00,Geometry Box,Walk-in,1,16.88,113.87,Card
2023-09-04 12:00:00,A4 Paper Ream,Walk-in,1,19.73,0.6,Cash
2023-09-04 13:00:00,Geometry Box,Teacher,500,4.37,480.51,School PO
2023-09-04 14:00:00,Eraser,School Bulk,1,10.22,55.61,Card
2023-09-04 15:00:00,A4 Paper Ream,Walk-in,1,12.73,15.36,Card
2023-09-04 16:00:00,Stapler,Walk-in,5,2.86,279.43,School PO
2023-09-04 17:00:00,Binders (10pk),School Bulk,1,6.36,488.44,Cash
2023-09-04 18:00:00,Stapler,Walk-in,1,5.53,1092.12,School PO
2023-09-04 19:00:00,Binders (10pk),Office Corp,2,17.84,954.92,Card
2023-09-04 20:00:00,Eraser,Walk-in,5,3.97,252.77,Card
2023-09-04 21:00:00,Stapler,Walk-in,100,15.7,1403.08,Cash
2023-09-04 22:00:00,Geometry Box,School Bulk,500,21.97,342.19,Card
2023-09-04 23:00:00,A4 Paper Ream,Walk-in,1,23.11,416.47,Card
2023-09-05 00:00:00,Binders (10pk),Walk-in,2,10.24,1308.02,Cash
2023-09-05 01:00:00,Stapler,Walk-in,100,7.71,364.02,Card
2023-09-05 02:00:00,Stapler,Walk-in,50,24.34,914.24,Card
2023-09-05 03:00:00,Eraser,Office Corp,50,1.91,1218.78,Card
2023-09-05 04:00:00,Binders (10pk),Walk-in,1,2.82,689.75,School PO
2023-09-05 05:00:00,Gel Pen (Black),Walk-in,2,22.27,626.43,School PO
2023-09-05 06:00:00,A4 Paper Ream,Office Corp,500,24.39,900.89,Cash
2023-09-05 07:00:00,Binders (10pk),Teacher,1,14.87,162.74,School PO
2023-09-05 08:00:00,Binders (10pk),Walk-in,1,2.02,731.48,Cash
2023-09-05 09:00:00,Gel Pen (Black),Walk-in,5,3.33,1435.12,School PO
2023-09-05 10:00:00,Gel Pen (Black),School Bulk,5,5.2,430.29,School PO
2023-09-05 11:00:00,A4 Paper Ream,Walk-in,50,16.97,473.83,Card
2023-09-05 12:00:00,Stapler,Walk-in,5,21.85,1394.35,Card
2023-09-05 13:00:00,Geometry Box,Walk-in,1,6.35,1210.98,Card
2023-09-05 14:00:00,A4 Paper Ream,Walk-in,1,5.62,172.63,School PO
2023-09-05 15:00:00,Eraser,Office Corp,50,7.05,926.26,Card
2023-09-05 16:00:00,Geometry Box,Walk-in,50,0.89,299.66,Card
2023-09-05 17:00:00,Geometry Box,Walk-in,1,23.75,288.42,Card
2023-09-05 18:00:00,Geometry Box,Walk-in,1,0.8,1175.71,School PO
2023-09-05 19:00:00,Eraser,Walk-in,50,6.19,474.28,Card
2023-09-05 20:00:00,Geometry Box,Walk-in,1,23.63,671.9,Cash
2023-09-05 21:00:00,Eraser,School Bulk,2,12.65,295.09,Card
2023-09-05 22:00:00,Gel Pen (Black),School Bulk,1,12.34,146.54,School PO
2023-09-05 23:00:00,Binders (10pk),Office Corp,2,18.26,930.56,Card
2023-09-06 00:00:00,Binders (10pk),Walk-in,1,10.08,169.73,School PO
2023-09-06 01:00:00,Eraser,Walk-in,1,22.67,668.28,School PO
2023-09-06 02:00:00,Geometry Box,Office Corp,5,14.65,469.08,School PO
2023-09-06 03:00:00,Geometry Box,School Bulk,50,7.25,1246.0,Cash
2023-09-06 04:00:00,Geometry Box,Walk-in,2,14.04,1420.77,School PO
2023-09-06 05:00:00,Gel Pen (Black),Walk-in,1,7.86,54.13,Cash
2023-09-06 06:00:00,Eraser,Office Corp,1,19.69,1207.67,School PO
2023-09-06 07:00:00,Binders (10pk),Walk-in,1,10.58,90.34,School PO
2023-09-06 08:00:00,Gel Pen (Black),Office Corp,1,23.01,92.1,Card
2023-09-06 09:00:00,A4 Paper Ream,Walk-in,1,24.61,704.47,Card
2023-09-06 10:00:00,Geometry Box,Walk-in,50,21.26,395.57,Cash
2023-09-06 11:00:00,Eraser,Walk-in,5,10.89,694.22,School PO
2023-09-06 12:00:00,Stapler,School Bulk,500,4.55,290.53,Cash
2023-09-06 13:00:00,Binders (10pk),School Bulk,2,12.32,52.77,Card
2023-09-06 14:00:00,Geometry Box,Teacher,1,10.6,131.65,Card
2023-09-06 15:00:00,Eraser,Office Corp,5,5.92,979.49,Card
2023-09-06 16:00:00,Gel Pen (Black),Walk-in,1,6.77,367.12,Cash
2023-09-06 17:00:00,Geometry Box,School Bulk,1,3.17,376.27,Cash
2023-09-06 18:00:00,Geometry Box,School Bulk,50,14.53,600.16,Card
2023-09-06 19:00:00,A4 Paper Ream,Office Corp,2,1.44,729.57,School PO
2023-09-06 20:00:00,A4 Paper Ream,Walk-in,50,0.44,1264.43,Card
2023-09-06 21:00:00,Gel Pen (Black),Walk-in,1,8.2,800.46,School PO
2023-09-06 22:00:00,Stapler,Teacher,1,1.33,588.73,School PO
2023-09-06 23:00:00,A4 Paper Ream,Teacher,1,13.81,464.68,Card
2023-09-07 00:00:00,Eraser,Walk-in,2,1.1,1146.74,Card
2023-09-07 01:00:00,Gel Pen (Black),Walk-in,1,10.73,1222.37,School PO
2023-09-07 02:00:00,Gel Pen (Black),Walk-in,1,7.28,292.23,School PO
2023-09-07 03:00:00,Eraser,Walk-in,2,18.85,342.05,School PO
2023-09-07 04:00:00,Gel Pen (Black),Walk-in,500,20.0,44.23,Cash
2023-09-07 05:00:00,Gel Pen (Black),Office Corp,50,15.97,1264.06,Card
2023-09-07 06:00:00,Eraser,Teacher,1,4.11,1205.54,Card
2023-09-07 07:00:00,Geometry Box,Walk-in,50,2.15,1100.04,Cash
2023-09-07 08:00:00,Geometry Box,Walk-in,2,11.29,1146.54,Cash
2023-09-07 09:00:00,Binders (10pk),School Bulk,5,11.92,514.38,School PO
2023-09-07 10:00:00,Binders (10pk),School Bulk,1,9.74,720.38,Cash
2023-09-07 11:00:00,A4 Paper Ream,Walk-in,50,14.7,703.79,Cash
2023-09-07 12:00:00,Eraser,Walk-in,2,8.91,331.34,School PO
2023-09-07 13:00:00,Gel Pen (Black),Office Corp,2,2.39,1155.12,Card
2023-09-07 14:00:00,Eraser,Walk-in,2,7.56,284.11,School PO
2023-09-07 15:00:00,Binders (10pk),School Bulk,500,8.71,1459.31,School PO
2023-09-07 16:00:00,Stapler,Walk-in,500,17.61,526.01,Card
2023-09-07 17:00:00,Geometry Box,Walk-in,500,5.75,865.13,Cash
2023-09-07 18:00:00,Gel Pen (Black),Walk-in,2,5.37,668.1,Cash
2023-09-07 19:00:00,Geometry Box,Walk-in,1,0.72,799.55,Card
2023-09-07 20:00:00,Gel Pen (Black),Walk-in,500,0.97,134.0,School PO
2023-09-07 21:00:00,Gel Pen (Black),Teacher,1,24.9,719.6,Card
2023-09-07 22:00:00,Geometry Box,Walk-in,1,19.02,1473.52,School PO
2023-09-07 23:00:00,Gel Pen (Black),School Bulk,1,15.54,636.05,Card
2023-09-08 00:00:00,A4 Paper Ream,Office Corp,2,12.63,267.1,Card
2023-09-08 01:00:00,Stapler,School Bulk,2,8.14,540.15,Card
2023-09-08 02:00:00,Geometry Box,Walk-in,1,2.99,334.12,Card
2023-09-08 03:00:00,Geometry Box,Office Corp,5,23.53,1473.83,Cash
2023-09-08 04:00:00,Gel Pen (Black),School Bulk,5,1.31,1160.63,Cash
2023-09-08 05:00:00,Binders (10pk),School Bulk,1,21.59,1212.4,Card
2023-09-08 06:00:00,Gel Pen (Black),Walk-in,1,11.31,1358.69,School PO
2023-09-08 07:00:00,Gel Pen (Black),Walk-in,1,5.68,567.29,School PO
2023-09-08 08:00:00,A4 Paper Ream,Walk-in,100,16.19,996.62,Cash
2023-09-08 09:00:00,Stapler,Walk-in,1,10.83,850.97,School PO
2023-09-08 10:00:00,Geometry Box,Office Corp,1,16.09,961.87,Card
2023-09-08 11:00:00,Geometry Box,Office Corp,500,16.87,358.19,School PO
2023-09-08 12:00:00,Gel Pen (Black),Walk-in,1,16.89,817.38,Card
2023-09-08 13:00:00,Stapler,Walk-in,2,4.9,726.1,School PO
2023-09-08 14:00:00,Geometry Box,School Bulk,1,23.57,574.98,School PO
2023-09-08 15:00:00,Geometry Box,Walk-in,1,22.39,561.41,Card
2023-09-08 16:00:00,Gel Pen (Black),Office Corp,1,11.04,1168.49,School PO
2023-09-08 17:00:00,Geometry Box,Walk-in,2,19.31,581.07,Cash
2023-09-08 18:00:00,Gel Pen (Black),School Bulk,2,6.61,1173.61,School PO
2023-09-08 19:00:00,Eraser,Walk-in,100,13.87,840.5,Card
2023-09-08 20:00:00,Eraser,Walk-in,1,8.05,291.4,Card
2023-09-08 21:00:00,Gel Pen (Black),Walk-in,100,21.44,1211.45,Cash
2023-09-08 22:00:00,Stapler,School Bulk,1,6.07,146.74,Cash
2023-09-08 23:00:00,Binders (10pk),Walk-in,2,11.86,194.26,Cash
2023-09-09 00:00:00,Gel Pen (Black),Walk-in,2,13.89,1267.47,Cash
2023-09-09 01:00:00,Stapler,Walk-in,1,19.88,1093.55,School PO
2023-09-09 02:00:00,Binders (10pk),Walk-in,100,4.62,944.02,Card
2023-09-09 03:00:00,Stapler,Walk-in,2,24.95,43.69,School PO
2023-09-09 04:00:00,Binders (10pk),Walk-in,1,7.64,401.52,School PO
2023-09-09 05:00:00,Binders (10pk),Walk-in,100,21.05,548.24,Cash
2023-09-09 06:00:00,Geometry Box,Walk-in,1,1.97,353.11,School PO
2023-09-09 07:00:00,A4 Paper Ream,Office Corp,1,20.86,722.91,School PO
2023-09-09 08:00:00,Gel Pen (Black),Walk-in,1,11.02,263.7,School PO
2023-09-09 09:00:00,Eraser,Office Corp,100,3.67,1346.1,Card
2023-09-09 10:00:00,Gel Pen (Black),School Bulk,5,7.73,423.98,School PO
2023-09-09 11:00:00,Geometry Box,School Bulk,50,7.65,1008.5,Card
2023-09-09 12:00:00,Eraser,Teacher,1,1.4,241.7,School PO
2023-09-09 13:00:00,Gel Pen (Black),Office Corp,50,16.3,1303.66,Cash
2023-09-09 14:00:00,A4 Paper Ream,School Bulk,5,19.69,822.06,Cash
2023-09-09 15:00:00,Gel Pen (Black),School Bulk,100,24.44,1275.69,School PO
2023-09-09 16:00:00,Geometry Box,Office Corp,50,24.59,1467.71,School PO
2023-09-09 17:00:00,Gel Pen (Black),Walk-in,5,20.91,316.61,Card
2023-09-09 18:00:00,Gel Pen (Black),School Bulk,50,0.62,537.7,Cash
2023-09-09 19:00:00,A4 Paper Ream,Office Corp,100,19.0,237.57,School PO
2023-09-09 20:00:00,Binders (10pk),Walk-in,1,18.32,494.76,School PO
2023-09-09 21:00:00,Binders (10pk),School Bulk,500,6.21,277.5,Card
2023-09-09 22:00:00,Geometry Box,Walk-in,1,10.77,908.96,Card
2023-09-09 23:00:00,Geometry Box,Walk-in,5,16.16,1337.33,Cash
2023-09-10 00:00:00,Geometry Box,Office Corp,1,9.31,1115.39,School PO
2023-09-10 01:00:00,Eraser,Walk-in,5,7.92,1142.66,Card
2023-09-10 02:00:00,Geometry Box,Walk-in,1,17.31,821.48,School PO
2023-09-10 03:00:00,Gel Pen (Black),Office Corp,1,19.57,606.73,Cash
2023-09-10 04:00:00,Stapler,Walk-in,100,17.23,842.25,Cash
2023-09-10 05:00:00,Gel Pen (Black),Walk-in,2,23.91,1455.28,Card
2023-09-10 06:00:00,Gel Pen (Black),School Bulk,1,18.43,803.32,Cash
2023-09-10 07:00:00,Binders (10pk),Walk-in,5,20.33,209.29,Cash
2023-09-10 08:00:00,Geometry Box,Walk-in,50,17.68,797.48,School PO
2023-09-10 09:00:00,Binders (10pk),Office Corp,5,20.67,844.59,Card
2023-09-10 10:00:00,Binders (10pk),Walk-in,50,19.65,1137.96,Cash
2023-09-10 11:00:00,Gel Pen (Black),Office Corp,1,13.25,240.31,School PO
2023-09-10 12:00:00,Stapler,Walk-in,5,19.64,1145.38,Cash
2023-09-10 13:00:00,Gel Pen (Black),Walk-in,1,9.17,1022.75,School PO
2023-09-10 14:00:00,Geometry Box,Walk-in,500,5.96,1138.68,School PO
2023-09-10 15:00:00,Gel Pen (Black),Walk-in,1,20.14,1193.69,School PO
2023-09-10 16:00:00,Stapler,Walk-in,1,17.22,631.4,Cash
2023-09-10 17:00:00,A4 Paper Ream,Office Corp,1,4.6,704.33,School PO
2023-09-10 18:00:00,Geometry Box,Walk-in,2,20.7,435.28,Card
2023-09-10 19:00:00,Geometry Box,Office Corp,1,8.43,441.02,School PO
2023-09-10 20:00:00,Geometry Box,School Bulk,1,18.43,1158.4,Card
2023-09-10 21:00:00,Stapler,Walk-in,1,15.76,751.63,Cash
2023-09-10 22:00:00,Binders (10pk),Walk-in,50,12.56,632.77,Cash
2023-09-10 23:00:00,Eraser,School Bulk,100,19.51,1339.26,School PO
2023-09-11 00:00:00,Gel Pen (Black),Office Corp,500,8.48,1173.8,Cash
2023-09-11 01:00:00,Eraser,Walk-in,1,19.78,660.81,School PO
2023-09-11 02:00:00,A4 Paper Ream,Walk-in,2,5.56,683.43,Card
2023-09-11 03:00:00,Geometry Box,Walk-in,500,17.01,1073.95,School PO
2023-09-11 04:00:00,A4 Paper Ream,Teacher,2,5.28,525.47,Cash
2023-09-11 05:00:00,Geometry Box,School Bulk,2,18.28,906.3,Cash
2023-09-11 06:00:00,Binders (10pk),Walk-in,1,23.06,634.45,Cash
2023-09-11 07:00:00,Eraser,Walk-in,100,10.55,1165.47,Card
2023-09-11 08:00:00,A4 Paper Ream,Walk-in,100,17.9,17.09,School PO
2023-09-11 09:00:00,Gel Pen (Black),Walk-in,1,24.82,800.53,Cash
2023-09-11 10:00:00,Geometry Box,Walk-in,1,11.96,108.79,Cash
2023-09-11 11:00:00,Gel Pen (Black),Walk-in,1,22.16,761.31,School PO
2023-09-11 12:00:00,Eraser,Walk-in,1,16.12,1387.45,School PO
2023-09-11 13:00:00,A4 Paper Ream,Office Corp,100,20.67,1042.48,Card
2023-09-11 14:00:00,Binders (10pk),Walk-in,1,15.53,1350.42,Cash
2023-09-11 15:00:00,Stapler,School Bulk,2,15.37,1236.5,Card
2023-09-11 16:00:00,Binders (10pk),School Bulk,5,7.0,187.92,Card
2023-09-11 17:00:00,Geometry Box,Office Corp,5,9.68,591.3,Card
2023-09-11 18:00:00,Geometry Box,Walk-in,50,15.89,594.06,School PO
2023-09-11 19:00:00,Eraser,Office Corp,2,6.84,1047.24,School PO
2023-09-11 20:00:00,Gel Pen (Black),School Bulk,5,13.44,587.07,Card
2023-09-11 21:00:00,Binders (10pk),Walk-in,500,1.25,1087.03,School PO
2023-09-11 22:00:00,Geometry Box,Walk-in,500,11.11,1244.15,School PO
2023-09-11 23:00:00,Geometry Box,Office Corp,1,3.07,829.2,School PO
2023-09-12 00:00:00,Gel Pen (Black),Office Corp,2,2.89,368.74,Cash
2023-09-12 01:00:00,Stapler,Walk-in,50,2.88,963.43,Cash
2023-09-12 02:00:00,A4 Paper Ream,Walk-in,2,0.94,804.3,Cash
2023-09-12 03:00:00,Stapler,Office Corp,2,22.62,437.42,Card
2023-09-12 04:00:00,Geometry Box,Walk-in,500,1.86,1005.54,Cash
2023-09-12 05:00:00,Gel Pen (Black),Walk-in,500,2.78,239.01,School PO
2023-09-12 06:00:00,Eraser,Office Corp,5,10.89,805.33,Cash
2023-09-12 07:00:00,Geometry Box,School Bulk,50,15.44,1100.0,School PO
2023-09-12 08:00:00,Gel Pen (Black),Walk-in,1,15.21,135.49,Card
2023-09-12 09:00:00,Binders (10pk),Office Corp,2,24.36,982.17,Card
2023-09-12 10:00:00,Binders (10pk),Walk-in,1,22.29,881.56,Card
2023-09-12 11:00:00,Geometry Box,Walk-in,1,10.45,744.07,Cash
2023-09-12 12:00:00,Eraser,Walk-in,2,7.35,40.95,School PO
2023-09-12 13:00:00,Geometry Box,Office Corp,1,16.34,945.92,Card
2023-09-12 14:00:00,Binders (10pk),Walk-in,2,1.9,1237.4,Cash
2023-09-12 15:00:00,Geometry Box,Walk-in,1,4.18,444.31,Card
2023-09-12 16:00:00,Binders (10pk),School Bulk,1,6.63,1330.41,School PO
2023-09-12 17:00:00,Eraser,Walk-in,1,13.23,658.48,Card
2023-09-12 18:00:00,Eraser,Walk-in,5,15.23,256.09,Card
2023-09-12 19:00:00,Binders (10pk),School Bulk,1,3.72,67.5,Card
2023-09-12 20:00:00,Gel Pen (Black),Walk-in,1,19.27,238.46,Cash
2023-09-12 21:00:00,A4 Paper Ream,Office Corp,1,20.38,580.44,Cash
2023-09-12 22:00:00,Gel Pen (Black),Office Corp,5,10.12,331.15,Card
2023-09-12 23:00:00,A4 Paper Ream,School Bulk,1,22.7,1466.8,Cash
2023-09-13 00:00:00,Geometry Box,Walk-in,2,1.05,1040.91,Cash
